spider,tub,container,noise_location,Week,Box,Area,pic_mean,black_mean,white_mean,StdDev,Min,Max
AP164,22,4,city,1,picture,16.334,65.367,36.658,233.633,21.869,1,229
AP164,22,4,city,2,picture,19.552,53.265,21.55,205.864,18.365,0,213
AP164,22,4,city,3,picture,13.839,86.933,55.004,231.964,22.334,6,236
AP164,22,4,city,4,picture,15.418,54.284,28.583,225.928,17.531,2,163
AP164,22,4,city,5,picture,17.131,46.882,24.51,214.902,14.256,0,175
AP164,22,4,city,6,picture,15.93,75.618,31.852,229.609,19.77,11,162
AP044,22,5,city,1,picture,18.651,33.861,23.886,205.761,14.772,0,174
AP044,22,5,city,2,picture,18.073,39.758,75.458,212.731,14.7,0,194
AP044,22,5,city,3,picture,17.597,57.193,27.298,214.974,16.453,2,177
AP044,22,5,city,4,picture,14.793,35.515,26.378,214.589,13.4,0,128
AP044,22,5,city,5,picture,19.477,52.587,33.342,212.704,16.406,0,190
AP044,22,5,city,6,picture,13.66,53.005,37.544,213.513,15.249,2,118
AP029,22,6,city,1,picture,15.487,59.793,40.605,222.915,19.49,1,214
AP029,22,6,city,2,picture,18.292,70.701,60.365,223.57,22.407,4,206
AP029,22,6,city,3,picture,17.89,64.443,29.023,200.572,18.122,1,172
AP029,22,6,city,4,picture,14.497,68.038,47.678,232.441,21.066,0,188
AP029,22,6,city,5,picture,20.448,83.399,47.498,235.39,21.38,17,170
AP029,22,6,city,6,picture,14.349,75.65,48.042,218.44,19.746,13,191
AP207,22,7,rural,1,picture,16.756,58.505,45.023,243.183,20.495,13,204
AP207,22,7,rural,2,picture,11.699,50.536,37.081,235.418,16.081,0,180
AP207,22,7,rural,3,picture,17.815,43.958,29.373,212.732,13.305,1,134
AP207,22,7,rural,4,picture,13.774,57.786,40.249,242.711,18.095,11,158
AP207,22,7,rural,5,picture,16.599,50.678,38.219,235.214,14.479,6,172
AP207,22,7,rural,6,picture,16.506,55.197,32.12,232.589,15.376,7,147
AP194,22,8,rural,1,picture,19.433,46.078,29.271,234.39,21.121,0,224
AP194,22,8,rural,2,picture,17.912,47.786,28.796,232.147,17.448,1,167
AP194,22,8,rural,3,picture,15.438,33.077,18.158,196.98,10.957,0,136
AP194,22,8,rural,4,picture,15.357,42.64,27.7,230.343,14.757,0,155
AP194,22,8,rural,5,picture,18.095,61.521,32.626,238.752,16.405,14,187
AP194,22,8,rural,6,picture,15.84,60.558,31.308,236.18,14.957,4,178
AP147,22,9,rural,1,picture,18.344,64.3,35.528,231.78,24.749,2,177
AP147,22,9,rural,2,picture,18.782,51.146,36.712,210.607,20.109,0,184
AP147,22,9,rural,3,picture,17.005,49.049,30.021,196.663,16.609,0,128
AP147,22,9,rural,4,picture,16.409,43.969,33.671,220.337,18.891,0,152
AP147,22,9,rural,5,picture,21.372,40.558,24.441,210.973,18.49,0,181
AP147,22,9,rural,6,picture,14.562,55.744,32.403,230.167,18.767,2,162
AP195,23,1,rural,1,picture,18.436,54.877,33.838,222.658,18.954,1,188
AP195,23,1,rural,2,picture,19.251,69.06,37.633,232.578,22.252,2,222
AP195,23,1,rural,3,picture,16.378,95.015,65.46,233.3,22.697,12,220
AP195,23,1,rural,4,picture,18.573,76.013,31.588,231.328,16.501,5,198
AP195,23,1,rural,5,picture,21.718,72.052,27.617,217.849,16.103,11,182
AP195,23,1,rural,6,picture,18.128,81.272,31.276,226.748,23.376,7,203
AP214,23,2,city,1,picture,19.74,46.227,73.257,240.118,18.346,0,138
AP214,23,2,city,2,picture,13.233,46.321,29.046,224.512,20.577,0,176
AP214,23,2,city,3,picture,19.199,45.07,23.722,215.449,19.692,0,149
AP214,23,2,city,4,picture,16.548,42.221,32.323,224.109,15.979,0,158
AP214,23,2,city,5,picture,18.704,64.918,39.74,243.704,19.363,8,186
AP214,23,2,city,6,picture,18.601,41.569,24.65,209.802,13.593,0,126
AP265,23,3,rural,1,picture,17.02,56.18,27.848,233.04,19.328,3,173
AP265,23,3,rural,2,picture,19.455,54.866,24.072,227.925,19.308,1,210
AP265,23,3,rural,3,picture,17.438,54.366,23.933,225.849,18.9,0,136
AP265,23,3,rural,4,picture,16.148,44.506,25.407,221.859,12.738,0,137
AP265,23,3,rural,5,picture,17.407,53.964,26.49,229.3,13.374,3,146
AP265,23,3,rural,6,picture,20.082,39.284,19.932,201.413,9.666,0,106
AP003,23,4,city,1,picture,18.809,91.88,34.883,232.654,21.488,22,243
AP003,23,4,city,2,picture,16.02,81.982,30.837,230.359,18.805,13,223
AP003,23,4,city,3,picture,15.961,84.357,30.619,225.065,15.831,20,205
AP003,23,4,city,4,picture,14.292,62.567,28.188,217.094,15.734,4,173
AP003,23,4,city,5,picture,23.562,89.801,41.597,239.359,15.411,29,222
AP003,23,4,city,6,picture,20.908,89.397,29.218,222.214,14.902,21,169
AP121,23,5,city,1,picture,21.549,47.591,26.242,213.308,18.701,0,174
AP121,23,5,city,2,picture,19.596,50.618,30.093,207.681,16.577,1,188
AP121,23,5,city,3,picture,20.573,59.86,30.279,216.004,16.106,6,147
AP121,23,5,city,4,picture,17.753,43.493,26.138,213.833,15.11,0,149
AP121,23,5,city,5,picture,17.779,39.229,24.254,194.564,13.751,0,169
AP286,23,6,rural,1,picture,16.403,74.956,38.476,227.011,21.445,8,219
AP286,23,6,rural,2,picture,18.096,100.417,38.716,239.543,23.852,5,242
AP286,23,6,rural,3,picture,19.424,113.927,46.393,236.636,18.697,23,218
AP286,23,6,rural,4,picture,15.359,77.603,34.169,230.945,17.867,17,195
AP286,23,6,rural,5,picture,24.122,85.129,28.555,218.598,16.468,13,181
AP286,23,6,rural,6,picture,19.407,89.97,24.986,212.221,16.041,15,161
AP227,23,7,city,1,picture,17.835,58.92,31.983,237.939,17.894,5,244
AP227,23,7,city,2,picture,19.464,52.083,27.137,229.854,15.321,1,182
AP227,23,7,city,3,picture,20.204,63.858,31.985,227.976,14.663,11,163
AP227,23,7,city,4,picture,15.335,54.923,29.49,233.199,12.657,3,149
AP227,23,7,city,5,picture,23.686,65.722,28.932,232.344,16.143,10,174
AP227,23,7,city,6,picture,28.062,60.625,26.02,223.317,14.123,6,147
AP058,23,8,city,1,picture,19.181,70.256,37.629,245.358,23.153,8,215
AP058,23,8,city,2,picture,13.377,51.195,23.855,222.853,14.587,3,146
AP058,23,8,city,3,picture,22.359,70.551,28.97,233.524,16.97,8,147
AP058,23,8,city,4,picture,16.083,71.834,37.839,245.724,18.357,19,179
AP058,23,8,city,5,picture,21.363,64.1,29.322,233.381,14.489,8,185
AP058,23,8,city,6,picture,20.668,80.39,30.79,233.537,15.363,8,202
AP148,23,9,rural,1,picture,18.286,55.884,33.31,223.211,22.45,0,231
AP148,23,9,rural,2,picture,11.967,68.732,47.475,236.312,21.731,5,205
AP148,23,9,rural,3,picture,15.574,58.742,35.025,225.429,21.308,0,213
AP148,23,9,rural,4,picture,17.038,39.324,28.478,215.411,14.672,0,127
AP148,23,9,rural,5,picture,21.196,37.899,23.885,203.732,15.371,0,158
AP148,23,9,rural,6,picture,14.355,56.161,34.511,222.413,19.091,1,242
AP273,24,1,rural,1,picture,19.627,65.619,38.231,219.265,27.697,0,220
AP273,24,1,rural,2,picture,8.009,55.189,38.747,223.653,21.519,6,191
AP273,24,1,rural,3,picture,17.36,68.958,30.341,222.354,23.365,0,201
AP273,24,1,rural,4,picture,18.555,56.266,29.293,216.696,18.557,1,166
AP273,24,1,rural,5,picture,19.637,55.715,40.484,212.446,16.386,5,208
AP273,24,1,rural,6,picture,21.527,64.387,28.875,220.111,17.293,7,164
AP178,24,2,city,1,picture,16.907,55.25,65.524,238.854,21.643,1,233
AP178,24,2,city,2,picture,13.523,53.33,52.624,238.556,18.405,2,172
AP178,24,2,city,3,picture,17.748,59.321,27.445,225.64,17.475,1,162
AP178,24,2,city,4,picture,19.09,49.103,22.331,214.562,12.686,1,153
AP178,24,2,city,5,picture,24.301,71.045,26.645,225.717,17.544,8,163
AP178,24,2,city,6,picture,27.16,75.193,24.214,219.533,17.589,9,164
AP045,24,3,city,1,picture,20.789,36.305,33.304,216.212,13.808,0,141
AP045,24,3,city,2,picture,19.414,64.805,26.622,229.702,21.404,1,166
AP045,24,3,city,3,picture,19.651,59.872,25.29,224.324,18.896,10,159
AP045,24,3,city,4,picture,20.943,31.847,18.126,200.37,12.266,0,106
AP045,24,3,city,5,picture,19.194,46.989,23.378,214.429,12.92,1,122
AP045,24,3,city,6,picture,25.029,47.678,21.065,204.069,12.868,1,124
AP252,24,4,rural,1,picture,18.355,62.446,36.312,216.7,19.705,4,193
AP252,24,4,rural,2,picture,18.737,46.253,32.721,203.89,17.907,0,196
AP252,24,4,rural,3,picture,17.094,73.422,40.343,230.479,19.736,17,156
AP252,24,4,rural,4,picture,15.6,47.364,37.14,219.022,13.322,4,142
AP252,24,4,rural,5,picture,15.804,55.914,41.598,217.147,13.974,2,169
AP252,24,4,rural,6,picture,18.823,68.553,31.607,230.704,14.424,17,149
AP030,24,6,city,1,picture,18.582,82.96,34.143,228.737,14.772,19,225
AP030,24,6,city,2,picture,19.627,85.547,41.947,222.121,16.715,26,208
AP030,24,6,city,3,picture,22.02,99.397,32.389,220.453,18.839,24,201
AP030,24,6,city,4,picture,20.654,69.969,27.981,212.822,13.792,20,169
AP030,24,6,city,5,picture,28.071,93.304,26.197,219.814,21.965,27,188
AP030,24,6,city,6,picture,29.01,117.3,33.54,227.788,21.247,36,197
AP100,24,8,rural,1,picture,19.568,37.66,127.841,233.915,16.151,0,169
AP100,24,8,rural,2,picture,16.774,53.176,26.007,230.568,18.811,4,187
AP100,24,8,rural,3,picture,11.113,49.019,23.289,220.69,13.145,5,116
AP100,24,8,rural,4,picture,14.463,16.973,18.851,185.467,7.175,0,98
AP100,24,8,rural,5,picture,15.478,37.448,32.854,228.846,14.105,0,163
AP100,24,8,rural,6,picture,19.294,39.379,22.695,217.883,13.892,0,152
AP156,24,9,rural,1,picture,16.599,57.564,24.491,203.755,23.27,0,212
AP156,24,9,rural,2,picture,12.796,53.363,25.423,211.507,22.859,0,252
AP156,24,9,rural,3,picture,16.374,69.27,28.19,221.38,22.849,4,182
AP156,24,9,rural,4,picture,17.251,59.854,26.551,217.502,18.533,0,169
AP156,24,9,rural,5,picture,13.802,49.613,22.389,206.375,17.176,0,181
AP156,24,9,rural,6,picture,15.825,56.837,26.259,211.871,20.378,0,189
AP209,25,1,rural,1,picture,19.039,41.877,26.57,204.042,17.181,0,186
AP209,25,1,rural,2,picture,20.055,48.301,66.443,202.821,17.7,3,172
AP209,25,1,rural,3,picture,19.68,56.204,29.796,210.704,18.51,9,159
AP209,25,1,rural,4,picture,16.737,47.194,24.952,206.763,16.308,2,148
AP209,25,1,rural,5,picture,18.197,43.71,27.079,192.176,14.422,0,145
AP209,25,1,rural,6,picture,16.748,67.391,36.277,224.969,18.703,8,147
AP253,25,3,rural,1,picture,19.242,56.876,28.565,225.833,17.981,3,172
AP253,25,3,rural,2,picture,19.574,55.216,24.604,222.883,17.175,2,195
AP253,25,3,rural,3,picture,23.736,62.532,24.699,220.717,18.853,0,174
AP253,25,3,rural,4,picture,25.067,58.968,22.216,213.662,14.957,6,153
AP253,25,3,rural,5,picture,22.452,79.151,29.437,232.587,19.091,3,184
AP253,25,3,rural,6,picture,22.975,72.828,29.775,220.126,16.624,5,141
AP274,25,4,rural,1,picture,18.648,43.494,43.675,208.059,16.281,0,204
AP274,25,4,rural,2,picture,19.431,53.651,24.577,213.936,16.172,3,201
AP274,25,4,rural,3,picture,17.041,69.149,26.231,218.611,16.798,13,190
AP274,25,4,rural,4,picture,14.258,54.842,30.023,222.592,15.711,3,180
AP274,25,4,rural,5,picture,18.752,52.262,22.368,208.565,12.147,8,188
AP274,25,4,rural,6,picture,14.879,75.599,31.761,229.397,21.21,4,203
AP031,25,5,city,1,picture,21.607,62.436,25.177,219.738,22.025,1,190
AP031,25,5,city,2,picture,19.05,75.204,32.978,211.051,22.185,0,188
AP031,25,5,city,3,picture,17.656,79.761,31.147,211.24,16.328,7,166
AP031,25,5,city,4,picture,15.471,69.115,32.627,231.542,18.948,4,197
AP031,25,5,city,5,picture,21.251,77.512,32.685,212.436,17.266,5,189
AP031,25,5,city,6,picture,18.977,86.57,34.438,228.877,17.561,9,162
AP046,25,6,city,1,picture,16.656,79.256,51.118,238.711,22.05,6,222
AP046,25,6,city,2,picture,20.074,85.697,43.691,231.473,21.203,15,255
AP046,25,6,city,3,picture,18.949,97.291,37.316,228.157,16.092,37,179
AP046,25,6,city,4,picture,16.144,72.741,34.236,224.219,18.806,19,142
AP046,25,6,city,5,picture,29.846,76.21,29.954,202.459,16.693,5,201
AP046,25,6,city,6,picture,19.076,117.725,34.197,231.127,12.208,36,200
AP241,25,7,city,1,picture,18.346,53.954,36.282,229.975,16.583,4,176
AP241,25,7,city,2,picture,14.758,46.011,31.875,215.23,12.344,1,151
AP241,25,7,city,3,picture,19.214,55.045,38.657,222.767,14.8,3,153
AP241,25,7,city,4,picture,19.845,50.557,40.724,222.269,12.248,6,165
AP241,25,7,city,5,picture,21.55,69.593,35.258,235.832,17.071,9,170
AP241,25,7,city,6,picture,20.755,57.245,34.494,220.244,13.107,7,146
AP228,25,8,city,1,picture,18.175,45.762,30.159,236.016,18.78,0,172
AP228,25,8,city,2,picture,16.136,32.191,20.522,210.938,11.475,0,168
AP228,25,8,city,3,picture,20,49.55,26.426,227.599,17.652,0,146
AP157,25,9,rural,1,picture,13.865,76.697,39.017,237.05,31.734,0,237
AP157,25,9,rural,2,picture,17.058,93.656,33.072,230.576,26.136,4,213
AP157,25,9,rural,3,picture,18.424,107.367,32.078,224.146,23.177,13,236
AP157,25,9,rural,4,picture,14.317,85.751,30.029,222.706,22.766,4,205
AP157,25,9,rural,5,picture,18.123,62.968,21.496,198.498,19.082,0,182
AP157,25,9,rural,6,picture,18.035,95.358,27.897,219.838,24.291,3,177
AP080,26,1,city,1,picture,19.166,48.727,69.673,224.824,17.976,0,151
AP080,26,1,city,2,picture,19.628,50.943,26.004,212.136,22.5,2,224
AP080,26,1,city,3,picture,16.506,37.491,44.395,193.071,15.066,0,145
AP080,26,1,city,4,picture,13.67,33.164,20.992,197.546,11.341,0,137
AP080,26,1,city,5,picture,14.608,47.471,25.335,218.09,16.482,0,145
AP080,26,1,city,6,picture,17.426,66.052,64.751,222.757,19.047,13,147
AP287,26,2,rural,1,picture,19.71,53.597,37.149,248.833,21.862,0,183
AP287,26,2,rural,2,picture,15.225,50.051,32.62,223.918,17.686,2,158
AP287,26,2,rural,3,picture,18.325,42.2,31.317,218.067,14.71,0,132
AP287,26,2,rural,4,picture,14.486,40.428,31.487,225.39,16.788,0,213
AP287,26,2,rural,5,picture,17.181,48.532,33.829,229.639,18.463,1,162
AP287,26,2,rural,6,picture,17.846,57.409,34.838,241.014,19.405,3,196
AP134,26,3,rural,1,picture,19.051,57.102,30.321,233.321,19.751,0,218
AP134,26,3,rural,2,picture,14.092,52.599,24.794,220.216,15.917,0,145
AP134,26,3,rural,3,picture,18.575,49.331,24.197,219.438,14.589,1,147
AP134,26,3,rural,4,picture,16.214,45.547,25.734,228.261,17.088,0,155
AP108,26,4,city,1,picture,18.313,60.999,53.155,211.043,17.605,6,198
AP108,26,4,city,2,picture,15.321,76.569,28.757,233.353,16.856,10,255
AP108,26,4,city,3,picture,16.695,69.729,25.973,212.807,14.318,8,180
AP108,26,4,city,4,picture,16.605,67.25,53.551,214.746,19.148,9,188
AP108,26,4,city,5,picture,16.536,60.953,41.561,214.618,13.773,13,138
AP108,26,4,city,6,picture,15.181,66.714,27.565,220.894,17.526,13,170
AP017,26,5,city,1,picture,16.26,43.531,21.841,207.674,16.128,0,163
AP017,26,5,city,2,picture,20.015,48.75,22.883,206.198,15.497,0,169
AP017,26,5,city,3,picture,13.347,51.634,28.986,223.136,17.548,0,191
AP017,26,5,city,4,picture,13.449,41.749,32.083,220.637,12.027,0,109
AP017,26,5,city,5,picture,16.098,42.277,26.859,209.821,13.734,0,166
AP017,26,5,city,6,picture,16.112,47.033,26.141,215.133,13.195,1,117
AP004,26,6,city,1,picture,14.743,65.072,38.483,230.521,17.326,14,156
AP004,26,6,city,2,picture,15.817,58.285,41.449,210.189,15.161,9,162
AP004,26,6,city,3,picture,15.407,88.222,47.306,232.712,21.611,23,198
AP004,26,6,city,4,picture,11.786,64.281,41.38,223.256,17.692,14,182
AP004,26,6,city,5,picture,15.711,53.833,65.398,219.956,16.735,5,157
AP004,26,6,city,6,picture,15.42,72.724,83.459,228.375,17.966,14,166
AP122,26,7,city,1,picture,16.862,51.267,30.714,234.096,17.705,4,202
AP122,26,7,city,2,picture,19.573,48.097,35.415,222.343,15.5,1,179
AP122,26,7,city,3,picture,15.331,46.201,31.926,225.348,14.657,2,181
AP122,26,7,city,4,picture,17.238,37.067,29.453,217.419,13.965,0,118
AP122,26,7,city,5,picture,16.705,37.752,29.696,226.125,13.277,0,149
AP215,26,8,city,1,picture,19.324,51.848,28.149,234.204,21.093,1,184
AP215,26,8,city,2,picture,14.875,44.206,30.562,223.617,17.292,1,173
AP215,26,8,city,3,picture,13.007,49.201,25.741,230.025,18.588,0,163
AP215,26,8,city,4,picture,12.239,36.513,27.544,227.238,12.378,0,140
AP215,26,8,city,5,picture,14.16,40.267,33.074,235.561,13.695,0,158
AP196,26,9,rural,1,picture,15.698,76.909,31.579,222.206,30.614,0,227
AP196,26,9,rural,2,picture,14.22,65.749,20.802,190.437,22.208,4,204
AP196,26,9,rural,3,picture,16.963,91.397,28.308,220.333,24.586,6,184
AP196,26,9,rural,4,picture,12.883,62.546,28.664,215.579,24.321,0,156
AP196,26,9,rural,5,picture,15.997,56.725,24.746,214.072,22.261,0,177
AP196,26,9,rural,6,picture,10.815,54.742,25.201,210.519,21.927,0,148
AP021,27,1,city,1,picture,17.27,60.33,69.795,229.39,19.758,4,215
AP021,27,1,city,2,picture,18.38,57.177,55.628,209.694,16.074,0,171
AP021,27,1,city,3,picture,17.588,45.618,20.57,190.399,14.465,0,140
AP021,27,1,city,4,picture,15.889,51,38.557,226.113,19.135,1,171
AP021,27,1,city,5,picture,20.164,38.925,20.667,190.066,13.761,0,136
AP021,27,1,city,6,picture,18.648,67.673,63.625,242.27,20.033,1,167
AP019,27,2,city,1,picture,21.19,55.201,33.993,235.557,22.613,0,211
AP019,27,2,city,2,picture,14.655,61.089,32.943,222.424,25.342,0,196
AP019,27,2,city,3,picture,12.452,55.642,39.08,221.445,17.083,6,180
AP019,27,2,city,4,picture,17.171,39.431,31.059,217.927,13.424,0,132
AP019,27,2,city,5,picture,20.793,44.595,27.734,221.417,13.643,0,159
AP019,27,2,city,6,picture,16.515,48.02,37.035,226.953,15.628,1,158
AP106,27,3,rural,1,picture,20.308,56.9,40.808,228.513,18.355,0,217
AP106,27,3,rural,2,picture,20.157,68.39,30.872,230.733,17.313,13,192
AP106,27,3,rural,3,picture,21.265,61.437,28.875,219.496,14.144,0,165
AP106,27,3,rural,4,picture,18.973,35.121,45.655,200.57,10.539,0,138
AP106,27,3,rural,5,picture,24.642,68.789,37.143,234.547,17.077,5,152
AP106,27,3,rural,6,picture,21.777,59.32,26.232,212.602,18.325,7,171
AP062,27,4,rural,1,picture,19.138,65.05,30.372,220.578,24.41,0,249
AP062,27,4,rural,2,picture,14.182,45.379,26.557,205.781,23.623,0,245
AP062,27,4,rural,3,picture,14.733,55.668,24.651,207.086,19.703,0,170
AP062,27,4,rural,4,picture,13.988,56.394,26.675,219.611,12.508,7,145
AP062,27,4,rural,5,picture,22.559,68.924,24.023,207.467,16.564,9,174
AP062,27,4,rural,6,picture,16.848,97.651,47.394,243.803,25.628,21,219
AP067,27,5,rural,1,picture,19.447,42.445,24.115,212.384,14.61,0,152
AP067,27,5,rural,2,picture,17.071,42.857,60.885,201.331,15.588,0,164
AP067,27,5,rural,3,picture,17.646,47.102,24.042,203.707,14.223,0,216
AP067,27,5,rural,4,picture,15.701,46.708,33.943,216.856,12.124,3,167
AP067,27,5,rural,5,picture,16.584,53.236,33.462,205.591,11.26,7,159
AP067,27,5,rural,6,picture,16.551,67.24,40.887,234.644,14.337,8,169
AP103,27,6,rural,1,picture,18.738,87.561,39.482,238.412,26.816,18,240
AP103,27,6,rural,2,picture,17.272,51.76,25.733,196.629,18.776,1,202
AP103,27,6,rural,3,picture,15.268,73.114,35.396,224.571,21.569,13,191
AP103,27,6,rural,4,picture,14.001,62.701,37.771,229.965,18.088,16,193
AP103,27,6,rural,5,picture,15.655,69.872,36.488,234.603,18.65,11,218
AP103,27,6,rural,6,picture,17.406,70.246,37.209,237.515,17.996,12,184
AP102,27,7,rural,1,picture,14.716,63.512,33.719,239.725,20.634,0,210
AP102,27,7,rural,2,picture,18.836,55.587,33.357,227.184,14.941,4,147
AP102,27,7,rural,3,picture,17.416,52.724,30.578,224.898,16.548,0,152
AP102,27,7,rural,4,picture,19.442,41.086,28.451,208.688,11.717,0,123
AP102,27,7,rural,5,picture,19.917,59.986,39.829,230.509,15.131,1,161
AP102,27,7,rural,6,picture,19.558,68.537,53.167,237.817,14.63,14,161
AP216,27,8,city,1,picture,19.902,37.552,54.265,223.341,17.729,0,162
AP216,27,8,city,2,picture,17.123,65.159,30.63,238.98,21.246,1,188
AP216,27,8,city,3,picture,21.406,65.062,29.993,230.802,17.465,7,160
AP216,27,8,city,4,picture,14.585,32.727,24.108,202.498,12.091,0,104
AP216,27,8,city,5,picture,16.119,62.268,29.788,233.26,20.4,5,168
AP216,27,8,city,6,picture,14.528,59.772,27.817,232.89,13.158,15,146
AP070,27,9,city,1,picture,20.796,69.637,35.594,231.029,21.408,4,168
AP070,27,9,city,2,picture,15.238,45.274,22.972,187.962,18.147,0,169
AP070,27,9,city,3,picture,16.497,54.916,25.385,206.27,19.754,0,188
AP070,27,9,city,4,picture,16.034,62.039,32.995,228.81,18.42,5,159
AP070,27,9,city,5,picture,18.815,56.857,24.299,211.8,19.221,0,198
AP070,27,9,city,6,picture,15.169,72.473,25.102,213.395,19.494,15,172
AP091,28,1,city,1,picture,19.468,48.131,34.214,215.297,19.629,0,206
AP091,28,1,city,2,picture,20.79,68.574,29.846,215.309,17.253,5,170
AP091,28,1,city,3,picture,23.751,105.117,38.584,231.813,18.644,24,228
AP091,28,1,city,4,picture,14.147,80.504,30.995,222.932,19.779,20,174
AP091,28,1,city,5,picture,27.575,76.213,28.281,208.436,18.227,18,168
AP091,28,1,city,6,picture,22.182,87.289,31.741,215.293,17.312,24,166
AP011,28,2,city,1,picture,23.135,77.53,34.141,244.277,21.558,7,188
AP011,28,2,city,2,picture,20.937,57.655,33.817,209.976,15.687,2,166
AP011,28,2,city,3,picture,23.142,63.956,32.689,211.317,19.253,0,174
AP011,28,2,city,4,picture,20.361,65.012,46.087,224.083,14.672,12,156
AP011,28,2,city,5,picture,26.096,66.578,26.129,222.447,15.56,0,181
AP011,28,2,city,6,picture,28.379,77.161,27.916,224.591,16.821,14,159
AP097,28,3,rural,1,picture,18.28,72.442,45.954,236.653,18.896,6,230
AP097,28,3,rural,2,picture,11.53,55.028,46.29,232.809,15.373,6,161
AP097,28,3,rural,3,picture,7.725,32.441,28.823,207.427,8.81,0,157
AP097,28,3,rural,4,picture,19.898,37.188,81.028,232.148,16.038,0,142
AP097,28,3,rural,5,picture,19.62,42.205,53.93,238.554,13.748,0,123
AP097,28,3,rural,6,picture,20.368,52.752,29.288,226.142,18.065,0,133
AP054,28,4,city,1,picture,21.127,58.97,27.713,217.009,19.611,7,212
AP054,28,4,city,2,picture,22.662,73.053,28.542,226.236,16.733,20,214
AP054,28,4,city,3,picture,19.452,64.599,22.878,210.976,13.927,17,187
AP054,28,4,city,4,picture,18.042,66.761,28.501,224.202,12.949,21,165
AP054,28,4,city,5,picture,25.418,56.158,22.091,208.731,16.178,1,149
AP054,28,4,city,6,picture,20.39,63.434,25.633,214.801,17.611,0,135
AP090,28,5,city,1,picture,21.911,54.471,24.309,218.26,14.32,1,146
AP090,28,5,city,2,picture,20.205,56.499,24.872,207.179,16.601,6,198
AP090,28,5,city,3,picture,11.979,73.113,27.63,219.221,16.032,20,181
AP090,28,5,city,4,picture,10.472,64.361,26.997,208.303,15.202,18,180
AP090,28,5,city,5,picture,20.931,63.957,33.13,207.488,19.33,2,172
AP090,28,5,city,6,picture,14.159,64.067,25.876,217.959,14.894,4,154
AP083,28,6,city,1,picture,20.486,89.498,45.553,231.996,23.232,30,245
AP083,28,6,city,2,picture,21.235,97.857,60.042,234.013,21.375,28,252
AP083,28,6,city,3,picture,17.28,83.59,37.442,219.81,19.745,12,197
AP083,28,6,city,4,picture,17.483,72.384,44.935,225.685,18.108,10,182
AP083,28,6,city,5,picture,21.139,47.688,30.153,204.179,13.968,2,180
AP083,28,6,city,6,picture,16.788,89.42,37.734,230.649,21.01,21,219
AP280,28,7,rural,1,picture,18.274,48.998,29.867,227.471,14.87,1,159
AP280,28,7,rural,2,picture,20.082,58.089,40.459,224.094,18.801,7,183
AP280,28,7,rural,3,picture,17.969,49.397,35.535,215.832,14.824,3,140
AP280,28,7,rural,4,picture,19.566,37.811,40.077,208.735,11.571,0,110
AP280,28,7,rural,5,picture,22.401,43.484,40.222,208.662,11.452,2,122
AP280,28,7,rural,6,picture,19.634,48.651,31.753,215.556,11.608,4,137
AP079,28,8,city,1,picture,17.774,41.175,22.157,214.482,13.21,0,169
AP079,28,8,city,2,picture,19.486,56.014,25.714,226.829,17.045,8,184
AP079,28,8,city,3,picture,15.428,46.545,22.119,215.089,12.374,3,143
AP079,28,8,city,4,picture,14.972,45.054,26.3,227.661,10.598,8,152
AP079,28,8,city,5,picture,20.554,56.619,29.105,224.848,13.79,4,188
AP079,28,8,city,6,picture,15.814,71.278,31.008,236.062,14.995,10,188
AP068,28,9,city,1,picture,16.98,68.867,31.962,223.637,24.79,1,220
AP068,28,9,city,2,picture,10.772,71.807,30.584,224.246,23.277,1,219
AP068,28,9,city,3,picture,19.479,77.372,27.972,217.739,25.302,1,194
AP068,28,9,city,4,picture,15.217,68.617,36.028,231.863,25.706,7,186
AP068,28,9,city,5,picture,20.616,48.135,22.79,201.488,17.547,0,157
AP068,28,9,city,6,picture,17.046,75.351,29.977,225.094,23.185,3,179
AP033,29,2,city,1,picture,19.161,75.165,64.06,248.742,24.179,1,172
AP033,29,2,city,2,picture,19.698,56.42,60.27,227.289,26.245,0,193
AP033,29,2,city,3,picture,18.437,46.869,28.111,213.415,19.551,0,161
AP033,29,2,city,4,picture,17.414,50.091,62.097,235.372,21.609,0,183
AP033,29,2,city,5,picture,17.305,75.421,67.705,247.685,27.851,6,185
AP033,29,2,city,6,picture,14.662,64.179,36.814,233.642,24.389,1,154
AP016,29,3,city,1,picture,20.036,59.216,39.104,234.292,18.856,5,182
AP016,29,3,city,2,picture,14.996,51.649,23.089,221.853,16.207,0,154
AP016,29,3,city,3,picture,16.962,41.756,19.48,206.224,11.753,2,120
AP016,29,3,city,4,picture,21.047,36.37,21.9,209.616,9.816,1,112
AP016,29,3,city,5,picture,20.576,51.108,30.699,230.621,13.265,7,149
AP016,29,3,city,6,picture,19.863,49.975,25.304,222.043,12.58,3,121
AP077,29,4,city,1,picture,16.727,67.151,32.866,233.424,21.886,2,199
AP077,29,4,city,2,picture,17.335,62.735,27.282,214.333,19.32,0,197
AP077,29,4,city,3,picture,17.964,65.267,24.774,211.393,18.519,0,197
AP077,29,4,city,4,picture,16.897,45.056,27.694,219.936,16.38,0,153
AP077,29,4,city,5,picture,16.754,49.282,23.001,208.484,12.963,1,149
AP077,29,4,city,6,picture,16.793,69.325,30.414,222.547,17.189,6,176
AP268,29,5,rural,1,picture,18.754,53.019,25.896,210.915,15.072,1,154
